,u,i,ts,label,idx
33342,562,1284,3228878.0,0.0,33343
33343,1284,503,3228889.0,0.0,33344
33344,987,1284,3228897.0,0.0,33345
33345,1284,1159,3228907.0,0.0,33346
33346,1284,476,3228921.0,0.0,33347
33347,1344,1343,3228950.0,0.0,33348
33348,1284,335,3228951.0,0.0,33349
33349,1284,1343,3228965.0,0.0,33350
33350,476,1284,3228967.0,0.0,33351
33351,1247,1284,3228981.0,0.0,33352
33352,1284,1271,3228988.0,0.0,33353
33353,43,1326,3229000.0,0.0,33354
33354,335,1284,3229009.0,0.0,33355
33355,1284,1245,3229023.0,0.0,33356
33356,951,354,3229024.0,0.0,33357
33357,1284,951,3229039.0,0.0,33358
33358,1287,1340,3229047.0,0.0,33359
33359,43,965,3229048.0,0.0,33360
33360,1284,1327,3229051.0,0.0,33361
33361,1284,548,3229070.0,0.0,33362
33362,1284,661,3229083.0,0.0,33363
33363,1284,326,3229099.0,0.0,33364
33364,43,1295,3229104.0,0.0,33365
33365,599,326,3229115.0,0.0,33366
33366,1284,591,3229116.0,0.0,33367
33367,1284,1098,3229131.0,0.0,33368
33368,43,1044,3229133.0,0.0,33369
33369,1284,544,3229143.0,0.0,33370
33370,1284,1168,3229170.0,0.0,33371
33371,1044,455,3229187.0,0.0,33372
33372,1284,783,3229203.0,0.0,33373
33373,1316,1284,3229206.0,0.0,33374
33374,1287,1340,3229210.0,0.0,33375
33375,1284,416,3229219.0,0.0,33376
33376,702,309,3229220.0,0.0,33377
33377,1284,561,3229231.0,0.0,33378
33378,1284,1033,3229241.0,0.0,33379
33379,702,342,3229241.0,0.0,33380
33380,1284,253,3229256.0,0.0,33381
33381,1284,1019,3229292.0,0.0,33382
33382,561,1284,3229300.0,0.0,33383
33383,1168,1284,3229300.0,0.0,33384
33384,1287,1340,3229387.0,0.0,33385
33385,771,102,3229546.0,0.0,33386
33386,324,1084,3229554.0,0.0,33387
33387,104,1343,3229583.0,0.0,33388
33388,1284,476,3229600.0,0.0,33389
33389,1282,1174,3229664.0,0.0,33390
33390,1287,1340,3229684.0,0.0,33391
33391,1344,1284,3229721.0,0.0,33392
33392,832,1188,3229743.0,0.0,33393
33393,794,354,3229768.0,0.0,33394
33394,246,882,3229823.0,0.0,33395
33395,298,1284,3229898.0,0.0,33396
33396,246,164,3229911.0,0.0,33397
33397,246,389,3229942.0,0.0,33398
33398,1326,1284,3229982.0,0.0,33399
33399,246,335,3229992.0,0.0,33400
33400,1284,298,3230065.0,0.0,33401
33401,1344,1343,3230083.0,0.0,33402
33402,1098,1284,3230095.0,0.0,33403
33403,1326,43,3230129.0,0.0,33404
33404,43,1326,3230142.0,0.0,33405
33405,754,7,3230148.0,0.0,33406
33406,562,1284,3230181.0,0.0,33407
33407,253,1284,3230190.0,0.0,33408
33408,1344,1343,3230209.0,0.0,33409
33409,246,310,3230230.0,0.0,33410
33410,1327,1284,3230278.0,0.0,33411
33411,43,1285,3230282.0,0.0,33412
33412,64,279,3230291.0,0.0,33413
33413,1284,1327,3230305.0,0.0,33414
33414,335,246,3230307.0,0.0,33415
33415,1326,43,3230336.0,0.0,33416
33416,1285,43,3230442.0,0.0,33417
33417,298,1284,3230458.0,0.0,33418
33418,1285,482,3230475.0,0.0,33419
33419,1247,835,3230477.0,0.0,33420
33420,1169,521,3230655.0,0.0,33421
33421,43,480,3230674.0,0.0,33422
33422,562,1284,3230683.0,0.0,33423
33423,1340,1345,3230714.0,0.0,33424
33424,373,1281,3230739.0,0.0,33425
33425,1345,1340,3230767.0,0.0,33426
33426,604,815,3230772.0,0.0,33427
33427,1282,74,3230791.0,0.0,33428
33428,1284,562,3230794.0,0.0,33429
33429,1340,1345,3230796.0,0.0,33430
33430,299,574,3230873.0,0.0,33431
33431,1281,373,3230886.0,0.0,33432
33432,562,1284,3230896.0,0.0,33433
33433,1345,1340,3230910.0,0.0,33434
33434,1282,75,3230913.0,0.0,33435
33435,1282,1346,3230955.0,0.0,33436
33436,173,639,3230966.0,0.0,33437
33437,1340,1345,3230968.0,0.0,33438
33438,1282,1043,3230987.0,0.0,33439
33439,815,604,3231004.0,0.0,33440
33440,1282,89,3231030.0,0.0,33441
33441,1282,74,3231056.0,0.0,33442
33442,771,496,3231070.0,0.0,33443
33443,1282,75,3231072.0,0.0,33444
33444,1345,1340,3231077.0,0.0,33445
33445,951,1284,3231092.0,0.0,33446
33446,1326,639,3231116.0,0.0,33447
33447,1284,390,3231124.0,0.0,33448
33448,1340,1345,3231156.0,0.0,33449
33449,1111,1147,3231170.0,0.0,33450
33450,604,815,3231188.0,0.0,33451
33451,1282,1043,3231197.0,0.0,33452
33452,1340,661,3231199.0,0.0,33453
33453,562,75,3231221.0,0.0,33454
33454,1345,1340,3231231.0,0.0,33455
33455,43,844,3231231.0,0.0,33456
33456,844,43,3231281.0,0.0,33457
33457,326,1284,3231330.0,0.0,33458
33458,1340,1345,3231381.0,0.0,33459
33459,389,246,3231381.0,0.0,33460
33460,326,599,3231456.0,0.0,33461
33461,1345,1340,3231460.0,0.0,33462
33462,1282,1019,3231469.0,0.0,33463
33463,844,43,3231481.0,0.0,33464
33464,815,604,3231489.0,0.0,33465
33465,1282,1019,3231548.0,0.0,33466
33466,1282,815,3231614.0,0.0,33467
33467,1340,1345,3231628.0,0.0,33468
33468,324,992,3231658.0,0.0,33469
33469,51,1282,3231659.0,0.0,33470
33470,1282,1019,3231677.0,0.0,33471
33471,1345,1340,3231689.0,0.0,33472
33472,604,815,3231690.0,0.0,33473
33473,1284,754,3231713.0,0.0,33474
33474,639,1341,3231724.0,0.0,33475
33475,1282,51,3231724.0,0.0,33476
33476,1340,1345,3231747.0,0.0,33477
33477,1133,1175,3231757.0,0.0,33478
33478,1284,844,3231766.0,0.0,33479
33479,1282,51,3231771.0,0.0,33480
33480,844,715,3231795.0,0.0,33481
33481,882,246,3231817.0,0.0,33482
33482,1284,1265,3231825.0,0.0,33483
33483,1345,1340,3231828.0,0.0,33484
33484,1282,1281,3231842.0,0.0,33485
33485,715,844,3231854.0,0.0,33486
33486,1340,1345,3231906.0,0.0,33487
33487,1282,1019,3231918.0,0.0,33488
33488,815,604,3231933.0,0.0,33489
33489,1284,1281,3231935.0,0.0,33490
33490,844,715,3231949.0,0.0,33491
33491,754,1284,3231960.0,0.0,33492
33492,1345,1340,3231974.0,0.0,33493
33493,1282,423,3232026.0,0.0,33494
33494,815,1282,3232035.0,0.0,33495
33495,1282,815,3232069.0,0.0,33496
33496,1340,1345,3232072.0,0.0,33497
33497,221,347,3232080.0,0.0,33498
33498,1282,1326,3232105.0,0.0,33499
33499,221,1311,3232112.0,0.0,33500
33500,1284,754,3232173.0,0.0,33501
33501,43,549,3232183.0,0.0,33502
33502,54,1284,3232190.0,0.0,33503
33503,844,1115,3232192.0,0.0,33504
33504,1341,43,3232221.0,0.0,33505
33505,1340,1345,3232239.0,0.0,33506
33506,351,627,3232245.0,0.0,33507
33507,1282,1326,3232245.0,0.0,33508
33508,1345,1340,3232256.0,0.0,33509
33509,43,1341,3232263.0,0.0,33510
33510,1327,1281,3232268.0,0.0,33511
33511,1345,1340,3232272.0,0.0,33512
33512,1341,43,3232286.0,0.0,33513
33513,1340,1345,3232316.0,0.0,33514
33514,54,1284,3232323.0,0.0,33515
33515,1340,1345,3232330.0,0.0,33516
33516,54,1284,3232349.0,0.0,33517
33517,43,1341,3232361.0,0.0,33518
33518,1282,815,3232403.0,0.0,33519
33519,549,43,3232427.0,0.0,33520
33520,1345,1340,3232427.0,0.0,33521
33521,1282,51,3232433.0,0.0,33522
33522,1282,1326,3232450.0,0.0,33523
33523,1340,1345,3232455.0,0.0,33524
33524,43,549,3232471.0,0.0,33525
33525,1311,221,3232485.0,0.0,33526
33526,43,639,3232530.0,0.0,33527
33527,754,1284,3232560.0,0.0,33528
33528,143,1284,3232569.0,0.0,33529
33529,54,1284,3232582.0,0.0,33530
33530,1282,1326,3232589.0,0.0,33531
33531,1318,1281,3232613.0,0.0,33532
33532,1282,496,3232616.0,0.0,33533
33533,1282,476,3232656.0,0.0,33534
33534,1282,1326,3232673.0,0.0,33535
33535,143,145,3232718.0,0.0,33536
33536,309,740,3232730.0,0.0,33537
33537,1282,476,3232734.0,0.0,33538
33538,43,476,3232739.0,0.0,33539
33539,1284,754,3232746.0,0.0,33540
33540,1282,1326,3232750.0,0.0,33541
33541,754,1284,3232770.0,0.0,33542
33542,476,43,3232822.0,0.0,33543
33543,1284,803,3232834.0,0.0,33544
33544,1318,759,3232850.0,0.0,33545
33545,1282,51,3232863.0,0.0,33546
33546,1284,754,3232888.0,0.0,33547
33547,1282,476,3232900.0,0.0,33548
33548,51,1282,3232901.0,0.0,33549
33549,1341,43,3232903.0,0.0,33550
33550,324,43,3232910.0,0.0,33551
33551,1282,51,3232969.0,0.0,33552
33552,1282,476,3232991.0,0.0,33553
33553,759,1318,3232992.0,0.0,33554
33554,754,1284,3232993.0,0.0,33555
33555,255,1284,3233007.0,0.0,33556
33556,1282,1326,3233045.0,0.0,33557
33557,1318,754,3233079.0,0.0,33558
33558,1318,754,3233084.0,0.0,33559
33559,754,1318,3233132.0,0.0,33560
33560,754,1318,3233139.0,0.0,33561
33561,1282,476,3233430.0,0.0,33562
33562,309,702,3233480.0,0.0,33563
33563,595,284,3233497.0,0.0,33564
33564,1282,1326,3233511.0,0.0,33565
33565,595,284,3233542.0,0.0,33566
33566,1282,1005,3233601.0,0.0,33567
33567,1282,1326,3233677.0,0.0,33568
33568,1282,51,3233706.0,0.0,33569
33569,393,1316,3233849.0,0.0,33570
33570,393,73,3233903.0,0.0,33571
33571,395,677,3234028.0,0.0,33572
33572,587,1284,3234053.0,0.0,33573
33573,393,322,3234104.0,0.0,33574
33574,641,570,3234106.0,0.0,33575
33575,7,754,3234112.0,0.0,33576
33576,1216,1282,3234150.0,0.0,33577
33577,1098,192,3234193.0,0.0,33578
33578,754,7,3234420.0,0.0,33579
33579,393,1052,3234434.0,0.0,33580
33580,1216,1084,3234445.0,0.0,33581
33581,1216,1288,3234517.0,0.0,33582
33582,7,754,3234552.0,0.0,33583
33583,393,43,3234568.0,0.0,33584
33584,754,7,3234641.0,0.0,33585
33585,1088,1133,3234678.0,0.0,33586
33586,7,754,3234691.0,0.0,33587
33587,376,913,3234707.0,0.0,33588
33588,561,841,3234720.0,0.0,33589
33589,43,393,3234750.0,0.0,33590
33590,754,7,3234752.0,0.0,33591
33591,279,64,3234764.0,0.0,33592
33592,43,393,3234778.0,0.0,33593
33593,43,476,3234820.0,0.0,33594
33594,7,754,3234835.0,0.0,33595
33595,43,816,3234920.0,0.0,33596
33596,1347,1315,3234958.0,0.0,33597
33597,561,298,3234989.0,0.0,33598
33598,754,7,3235034.0,0.0,33599
33599,1315,1347,3235141.0,0.0,33600
33600,64,279,3235298.0,0.0,33601
33601,1347,1315,3235299.0,0.0,33602
33602,324,742,3235305.0,0.0,33603
33603,1315,1347,3235528.0,0.0,33604
33604,1347,1315,3235645.0,0.0,33605
33605,1175,1133,3235647.0,0.0,33606
33606,310,246,3235655.0,0.0,33607
33607,913,376,3235704.0,0.0,33608
33608,1315,1347,3235725.0,0.0,33609
33609,1281,1318,3235756.0,0.0,33610
33610,1281,1327,3235817.0,0.0,33611
33611,324,43,3235892.0,0.0,33612
33612,1281,1282,3235898.0,0.0,33613
33613,393,43,3235909.0,0.0,33614
33614,1347,1315,3235915.0,0.0,33615
33615,1315,1347,3235991.0,0.0,33616
33616,43,393,3236009.0,0.0,33617
33617,324,1348,3236057.0,0.0,33618
33618,1318,782,3236062.0,0.0,33619
33619,1282,51,3236095.0,0.0,33620
33620,1347,1315,3236101.0,0.0,33621
33621,1281,1282,3236148.0,0.0,33622
33622,146,1043,3236175.0,0.0,33623
33623,1282,1281,3236179.0,0.0,33624
33624,782,1318,3236184.0,0.0,33625
33625,1281,1284,3236191.0,0.0,33626
33626,1281,1282,3236232.0,0.0,33627
33627,43,324,3236387.0,0.0,33628
33628,1282,1281,3236402.0,0.0,33629
33629,742,324,3236457.0,0.0,33630
33630,324,742,3236499.0,0.0,33631
33631,1281,1282,3236514.0,0.0,33632
33632,742,324,3236563.0,0.0,33633
33633,742,324,3236579.0,0.0,33634
33634,324,742,3236617.0,0.0,33635
33635,43,324,3236636.0,0.0,33636
33636,324,1348,3236753.0,0.0,33637
33637,1282,1281,3236753.0,0.0,33638
33638,1316,393,3236775.0,0.0,33639
33639,324,742,3236782.0,0.0,33640
33640,702,309,3236798.0,0.0,33641
33641,43,324,3236813.0,0.0,33642
33642,324,643,3236823.0,0.0,33643
33643,423,1282,3236827.0,0.0,33644
33644,423,1284,3236840.0,0.0,33645
33645,324,742,3236849.0,0.0,33646
33646,54,1315,3236952.0,0.0,33647
33647,324,643,3236984.0,0.0,33648
33648,43,324,3236990.0,0.0,33649
33649,1282,423,3237050.0,0.0,33650
33650,324,643,3237079.0,0.0,33651
33651,1282,782,3237086.0,0.0,33652
33652,324,742,3237096.0,0.0,33653
33653,54,1315,3237125.0,0.0,33654
33654,1315,1347,3237143.0,0.0,33655
33655,782,1282,3237181.0,0.0,33656
33656,1347,1315,3237182.0,0.0,33657
33657,423,1282,3237182.0,0.0,33658
33658,54,1315,3237215.0,0.0,33659
33659,1315,1347,3237239.0,0.0,33660
33660,324,1348,3237248.0,0.0,33661
33661,43,324,3237269.0,0.0,33662
33662,1347,1315,3237297.0,0.0,33663
33663,742,324,3237405.0,0.0,33664
33664,324,742,3237478.0,0.0,33665
33665,43,324,3237511.0,0.0,33666
33666,816,951,3237543.0,0.0,33667
33667,51,1282,3237728.0,0.0,33668
33668,1347,1315,3237812.0,0.0,33669
33669,43,324,3237850.0,0.0,33670
33670,54,1245,3237992.0,0.0,33671
33671,43,324,3238029.0,0.0,33672
33672,54,976,3238044.0,0.0,33673
33673,13,143,3238089.0,0.0,33674
33674,586,496,3238113.0,0.0,33675
33675,43,324,3238149.0,0.0,33676
33676,742,324,3238250.0,0.0,33677
33677,43,324,3238259.0,0.0,33678
33678,54,1282,3238340.0,0.0,33679
33679,324,742,3238375.0,0.0,33680
33680,324,742,3238491.0,0.0,33681
33681,742,324,3238530.0,0.0,33682
33682,43,324,3238545.0,0.0,33683
33683,742,324,3238566.0,0.0,33684
33684,324,742,3238596.0,0.0,33685
33685,742,324,3238697.0,0.0,33686
33686,324,742,3238715.0,0.0,33687
33687,43,324,3238729.0,0.0,33688
33688,324,742,3238739.0,0.0,33689
33689,742,324,3238754.0,0.0,33690
33690,742,324,3238785.0,0.0,33691
33691,324,742,3238808.0,0.0,33692
33692,839,645,3238905.0,0.0,33693
33693,13,416,3239259.0,0.0,33694
33694,43,1098,3239604.0,0.0,33695
33695,1254,645,3243887.0,0.0,33696
33696,1254,1288,3244094.0,0.0,33697
33697,1254,641,3244175.0,0.0,33698
33698,1254,1228,3244314.0,0.0,33699
33699,1228,1254,3250050.0,0.0,33700
33700,606,273,3251308.0,0.0,33701
33701,190,1340,3251956.0,0.0,33702
33702,1271,1284,3253804.0,0.0,33703
33703,71,945,3253902.0,0.0,33704
33704,1124,1326,3254073.0,0.0,33705
33705,132,1282,3254302.0,0.0,33706
33706,872,393,3255386.0,0.0,33707
33707,1114,71,3255841.0,0.0,33708
33708,1307,991,3256033.0,0.0,33709
33709,68,1232,3256852.0,0.0,33710
33710,68,1138,3256992.0,0.0,33711
33711,68,698,3257070.0,0.0,33712
33712,343,1098,3257383.0,0.0,33713
33713,474,373,3258263.0,0.0,33714
33714,164,246,3258747.0,0.0,33715
33715,771,496,3259179.0,0.0,33716
33716,713,641,3259204.0,0.0,33717
33717,73,1318,3259592.0,0.0,33718
33718,726,836,3259999.0,0.0,33719
33719,726,1133,3260133.0,0.0,33720
33720,455,1044,3260180.0,0.0,33721
33721,726,1019,3260283.0,0.0,33722
33722,655,273,3260358.0,0.0,33723
33723,145,143,3260547.0,0.0,33724
33724,951,816,3260783.0,0.0,33725
33725,96,1247,3261117.0,0.0,33726
33726,96,713,3261240.0,0.0,33727
33727,250,1296,3261312.0,0.0,33728
33728,641,713,3262021.0,0.0,33729
33729,510,759,3262215.0,0.0,33730
33730,1114,1349,3262332.0,0.0,33731
33731,1272,282,3262493.0,0.0,33732
33732,1043,1282,3262530.0,0.0,33733
33733,1269,645,3262695.0,0.0,33734
33734,4,483,3262886.0,0.0,33735
33735,2,478,3263123.0,0.0,33736
33736,920,1284,3263160.0,0.0,33737
33737,478,1330,3263335.0,0.0,33738
33738,43,800,3263539.0,0.0,33739
33739,478,1272,3263577.0,0.0,33740
33740,43,1335,3263667.0,0.0,33741
33741,43,965,3263750.0,0.0,33742
33742,484,783,3263944.0,0.0,33743
33743,43,1256,3263959.0,0.0,33744
33744,43,1256,3263981.0,0.0,33745
33745,354,599,3264316.0,0.0,33746
33746,354,794,3264405.0,0.0,33747
33747,1282,782,3264495.0,0.0,33748
33748,1114,934,3264531.0,0.0,33749
33749,1282,423,3264549.0,0.0,33750
33750,1282,132,3264609.0,0.0,33751
33751,1282,1043,3264639.0,0.0,33752
33752,1282,606,3264707.0,0.0,33753
33753,43,1347,3265486.0,0.0,33754
33754,27,64,3265496.0,0.0,33755
33755,43,1347,3265576.0,0.0,33756
33756,1281,498,3265668.0,0.0,33757
33757,998,143,3265729.0,0.0,33758
33758,43,627,3265744.0,0.0,33759
33759,432,60,3265958.0,0.0,33760
33760,1273,1347,3266001.0,0.0,33761
33761,1247,96,3266311.0,0.0,33762
33762,843,714,3266364.0,0.0,33763
33763,945,841,3266371.0,0.0,33764
33764,1336,1256,3266538.0,0.0,33765
33765,839,548,3266690.0,0.0,33766
33766,64,27,3266765.0,0.0,33767
33767,548,839,3266846.0,0.0,33768
33768,81,610,3267135.0,0.0,33769
33769,27,64,3267156.0,0.0,33770
33770,192,1061,3267253.0,0.0,33771
33771,43,965,3267320.0,0.0,33772
33772,409,307,3267331.0,0.0,33773
33773,409,782,3267422.0,0.0,33774
33774,810,43,3267622.0,0.0,33775
33775,54,621,3267629.0,0.0,33776
33776,43,489,3267630.0,0.0,33777
33777,810,43,3267866.0,0.0,33778
33778,54,409,3268023.0,0.0,33779
33779,653,955,3268248.0,0.0,33780
33780,409,1123,3268453.0,0.0,33781
33781,489,43,3268487.0,0.0,33782
33782,1350,367,3268594.0,0.0,33783
33783,1234,1300,3268937.0,0.0,33784
33784,645,599,3268973.0,0.0,33785
33785,258,839,3268990.0,0.0,33786
33786,373,474,3269325.0,0.0,33787
33787,794,354,3269339.0,0.0,33788
33788,221,1311,3269494.0,0.0,33789
33789,132,1282,3269706.0,0.0,33790
33790,606,1282,3269887.0,0.0,33791
33791,143,145,3270171.0,0.0,33792
33792,769,1190,3270184.0,0.0,33793
33793,143,998,3270248.0,0.0,33794
33794,1143,991,3270591.0,0.0,33795
33795,504,255,3270703.0,0.0,33796
33796,1143,1059,3270736.0,0.0,33797
33797,504,740,3270740.0,0.0,33798
33798,783,484,3270741.0,0.0,33799
33799,343,785,3270971.0,0.0,33800
33800,622,1281,3271084.0,0.0,33801
33801,143,145,3271095.0,0.0,33802
33802,432,606,3271195.0,0.0,33803
33803,432,606,3271218.0,0.0,33804
33804,432,606,3271230.0,0.0,33805
33805,974,104,3271232.0,0.0,33806
33806,1137,740,3271251.0,0.0,33807
33807,315,835,3271294.0,0.0,33808
33808,432,606,3271713.0,0.0,33809
33809,432,606,3271838.0,0.0,33810
33810,1284,1265,3271867.0,0.0,33811
33811,1043,1282,3271893.0,0.0,33812
33812,432,606,3271898.0,0.0,33813
33813,432,606,3271948.0,0.0,33814
33814,965,43,3272192.0,0.0,33815
33815,483,4,3272301.0,0.0,33816
33816,474,373,3272393.0,0.0,33817
33817,258,43,3272491.0,0.0,33818
33818,1299,1169,3272522.0,0.0,33819
33819,771,1197,3272523.0,0.0,33820
33820,1284,1351,3272528.0,0.0,33821
33821,258,1295,3272562.0,0.0,33822
33822,1282,132,3272662.0,0.0,33823
33823,1216,1284,3272853.0,0.0,33824
33824,1282,1066,3272941.0,0.0,33825
33825,115,104,3272948.0,0.0,33826
33826,610,81,3273003.0,0.0,33827
33827,1066,518,3273016.0,0.0,33828
33828,1066,587,3273032.0,0.0,33829
33829,1216,1282,3273295.0,0.0,33830
33830,1216,1351,3273410.0,0.0,33831
33831,1216,1282,3273508.0,0.0,33832
33832,1347,1315,3273612.0,0.0,33833
33833,1191,739,3273735.0,0.0,33834
33834,1326,1124,3273781.0,0.0,33835
33835,1190,503,3273790.0,0.0,33836
33836,1102,639,3273862.0,0.0,33837
33837,1190,1022,3273869.0,0.0,33838
33838,298,561,3273871.0,0.0,33839
33839,540,1022,3273886.0,0.0,33840
33840,1102,499,3273887.0,0.0,33841
33841,1190,373,3273897.0,0.0,33842
33842,373,1190,3273928.0,0.0,33843
33843,1190,1339,3273947.0,0.0,33844
33844,1190,373,3273956.0,0.0,33845
33845,373,1190,3274081.0,0.0,33846
33846,132,1282,3274109.0,0.0,33847
33847,1128,1190,3274158.0,0.0,33848
33848,1102,499,3274188.0,0.0,33849
33849,284,844,3274190.0,0.0,33850
33850,1102,298,3274326.0,0.0,33851
33851,556,353,3274393.0,0.0,33852
33852,1128,297,3274422.0,0.0,33853
33853,308,318,3274435.0,0.0,33854
33854,1102,298,3274500.0,0.0,33855
33855,1073,616,3274670.0,0.0,33856
33856,1102,298,3274710.0,0.0,33857
33857,735,618,3274767.0,0.0,33858
33858,618,735,3274848.0,0.0,33859
33859,185,1027,3274949.0,0.0,33860
33860,872,1143,3274955.0,0.0,33861
33861,735,618,3274955.0,0.0,33862
33862,872,1351,3275008.0,0.0,33863
33863,618,735,3275050.0,0.0,33864
33864,343,1098,3275092.0,0.0,33865
33865,872,735,3275114.0,0.0,33866
33866,1248,443,3275153.0,0.0,33867
33867,1159,925,3275170.0,0.0,33868
33868,872,1351,3275230.0,0.0,33869
33869,872,1351,3275357.0,0.0,33870
33870,1118,857,3275362.0,0.0,33871
33871,1102,298,3275520.0,0.0,33872
33872,872,446,3275529.0,0.0,33873
33873,872,1351,3275567.0,0.0,33874
33874,1128,297,3275579.0,0.0,33875
33875,393,43,3275623.0,0.0,33876
33876,1282,132,3275703.0,0.0,33877
33877,393,1316,3275721.0,0.0,33878
33878,1191,145,3275745.0,0.0,33879
33879,27,1177,3275843.0,0.0,33880
33880,872,393,3275936.0,0.0,33881
33881,872,1351,3275974.0,0.0,33882
33882,1069,1335,3275987.0,0.0,33883
33883,872,393,3276106.0,0.0,33884
33884,618,143,3276177.0,0.0,33885
33885,618,143,3276213.0,0.0,33886
33886,991,1143,3276240.0,0.0,33887
33887,246,1147,3276256.0,0.0,33888
33888,246,1265,3276272.0,0.0,33889
33889,618,104,3276349.0,0.0,33890
33890,1102,298,3276359.0,0.0,33891
33891,872,1143,3276436.0,0.0,33892
33892,1102,298,3276887.0,0.0,33893
33893,860,96,3276928.0,0.0,33894
33894,1191,379,3277113.0,0.0,33895
33895,1191,379,3277154.0,0.0,33896
33896,860,51,3277234.0,0.0,33897
33897,860,1288,3277316.0,0.0,33898
33898,972,200,3277367.0,0.0,33899
33899,1351,1186,3277450.0,0.0,33900
33900,234,194,3277535.0,0.0,33901
33901,874,145,3277607.0,0.0,33902
33902,308,318,3277682.0,0.0,33903
33903,1102,298,3277688.0,0.0,33904
33904,570,373,3277820.0,0.0,33905
33905,308,318,3277905.0,0.0,33906
33906,143,618,3277953.0,0.0,33907
33907,667,590,3277963.0,0.0,33908
33908,143,618,3278041.0,0.0,33909
33909,872,1352,3278069.0,0.0,33910
33910,872,972,3278216.0,0.0,33911
33911,308,318,3278270.0,0.0,33912
33912,33,380,3278346.0,0.0,33913
33913,33,1339,3278356.0,0.0,33914
33914,390,1284,3278383.0,0.0,33915
33915,33,1337,3278390.0,0.0,33916
33916,10,599,3278450.0,0.0,33917
33917,10,1339,3278572.0,0.0,33918
33918,667,617,3278614.0,0.0,33919
33919,10,1313,3278660.0,0.0,33920
33920,106,1022,3278676.0,0.0,33921
33921,645,1296,3278690.0,0.0,33922
33922,10,1266,3278698.0,0.0,33923
33923,106,622,3278748.0,0.0,33924
33924,735,618,3278857.0,0.0,33925
33925,1296,645,3278880.0,0.0,33926
33926,1186,1351,3278888.0,0.0,33927
33927,1351,1186,3278917.0,0.0,33928
33928,1186,1351,3278959.0,0.0,33929
33929,1351,1186,3279089.0,0.0,33930
33930,959,705,3279114.0,0.0,33931
33931,844,284,3279213.0,0.0,33932
33932,959,622,3279450.0,0.0,33933
33933,1353,570,3279488.0,0.0,33934
33934,1284,1351,3279519.0,0.0,33935
33935,432,618,3279530.0,0.0,33936
33936,1351,1284,3279562.0,0.0,33937
33937,1284,1351,3279596.0,0.0,33938
33938,872,844,3279609.0,0.0,33939
33939,250,1296,3279613.0,0.0,33940
33940,1351,1284,3279622.0,0.0,33941
33941,1281,622,3279640.0,0.0,33942
33942,440,213,3279675.0,0.0,33943
33943,1118,857,3279690.0,0.0,33944
33944,1284,1351,3279691.0,0.0,33945
33945,1351,1284,3279710.0,0.0,33946
33946,1284,1351,3279780.0,0.0,33947
33947,64,27,3279786.0,0.0,33948
33948,64,548,3279847.0,0.0,33949
33949,1351,1284,3279907.0,0.0,33950
33950,1190,373,3279918.0,0.0,33951
33951,1190,1128,3279935.0,0.0,33952
33952,1284,1351,3279964.0,0.0,33953
33953,1351,1284,3279999.0,0.0,33954
33954,1284,1351,3280039.0,0.0,33955
33955,1351,1284,3280075.0,0.0,33956
33956,1186,1351,3280090.0,0.0,33957
33957,570,129,3280130.0,0.0,33958
33958,1351,1186,3280227.0,0.0,33959
33959,1284,1351,3280234.0,0.0,33960
33960,705,959,3280323.0,0.0,33961
33961,1186,1351,3280331.0,0.0,33962
33962,1295,43,3280375.0,0.0,33963
33963,432,618,3280377.0,0.0,33964
33964,1351,1284,3280453.0,0.0,33965
33965,27,64,3280463.0,0.0,33966
33966,320,927,3280518.0,0.0,33967
33967,1186,1351,3280546.0,0.0,33968
33968,1351,1186,3280570.0,0.0,33969
33969,1284,1351,3280576.0,0.0,33970
33970,1351,1186,3280606.0,0.0,33971
33971,480,473,3280628.0,0.0,33972
33972,106,1354,3280635.0,0.0,33973
33973,1351,1284,3280637.0,0.0,33974
33974,548,64,3280642.0,0.0,33975
33975,37,1060,3280649.0,0.0,33976
33976,1186,1351,3280731.0,0.0,33977
33977,1284,1351,3280750.0,0.0,33978
33978,1351,1186,3280758.0,0.0,33979
33979,1351,1284,3280772.0,0.0,33980
33980,1284,1351,3280871.0,0.0,33981
33981,1351,1284,3280895.0,0.0,33982
33982,1186,1351,3280911.0,0.0,33983
33983,590,667,3280973.0,0.0,33984
33984,1351,1186,3280977.0,0.0,33985
33985,832,1050,3281051.0,0.0,33986
33986,1284,320,3281130.0,0.0,33987
33987,1186,1351,3281216.0,0.0,33988
33988,1351,1186,3281276.0,0.0,33989
33989,1114,934,3281290.0,0.0,33990
33990,1186,1351,3281338.0,0.0,33991
33991,1186,1351,3281370.0,0.0,33992
33992,1351,1186,3281407.0,0.0,33993
33993,782,409,3281442.0,0.0,33994
33994,1351,1186,3281449.0,0.0,33995
33995,782,1282,3281467.0,0.0,33996
33996,64,27,3281582.0,0.0,33997
33997,64,548,3281588.0,0.0,33998
33998,548,64,3281749.0,0.0,33999
33999,4,483,3281749.0,0.0,34000
34000,115,771,3281887.0,0.0,34001
34001,714,1159,3281931.0,0.0,34002
34002,601,81,3282061.0,0.0,34003
34003,1351,1186,3282147.0,0.0,34004
34004,909,1355,3282158.0,0.0,34005
34005,771,1292,3282208.0,0.0,34006
34006,1186,1351,3282391.0,0.0,34007
34007,1351,1186,3282411.0,0.0,34008
34008,597,194,3282468.0,0.0,34009
34009,995,832,3282596.0,0.0,34010
34010,556,857,3282824.0,0.0,34011
